"DONNEES - Effectifs des médecins"
"SEXE - Ensemble tous sexes confondus"
"SECT.ACTIVITE - ENSEMBLE"

;;ANNEE;"2015"
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 35 et 39 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 40 et 44 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 45 et 49 ans";5
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 50 et 54 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 55 et 59 ans";25
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 60 et 64 ans";26
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"Entre 65 et 69 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie maxillo-faciale et stomatologie";"70 ans et plus";3
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Ensemble tous âges confondus";293
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 30 et 34 ans";22
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 35 et 39 ans";43
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 40 et 44 ans";25
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 45 et 49 ans";52
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 50 et 54 ans";69
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 55 et 59 ans";42
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 60 et 64 ans";23
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"Entre 65 et 69 ans";15
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie orthopédique et traumatologie";"70 ans et plus";2
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Ensemble tous âges confondus";19
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 30 et 34 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 35 et 39 ans";4
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 40 et 44 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 45 et 49 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 50 et 54 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 55 et 59 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 60 et 64 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"Entre 65 et 69 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie infantile";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Ensemble tous âges confondus";54
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 30 et 34 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 35 et 39 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 40 et 44 ans";11
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 45 et 49 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 50 et 54 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 55 et 59 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 60 et 64 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"Entre 65 et 69 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie plastique reconstructrice et esthétique";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Ensemble tous âges confondus";39
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 30 et 34 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 35 et 39 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 40 et 44 ans";5
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 45 et 49 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 50 et 54 ans";10
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 55 et 59 ans";5
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 60 et 64 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"Entre 65 et 69 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie thoracique et cardio-vasculaire";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Ensemble tous âges confondus";101
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 30 et 34 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 35 et 39 ans";17
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 40 et 44 ans";18
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 45 et 49 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 50 et 54 ans";18
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 55 et 59 ans";13
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 60 et 64 ans";14
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"Entre 65 et 69 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie urologique";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Ensemble tous âges confondus";52
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 30 et 34 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 35 et 39 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 40 et 44 ans";5
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 45 et 49 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 50 et 54 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 55 et 59 ans";4
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 60 et 64 ans";15
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"Entre 65 et 69 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie vasculaire";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Ensemble tous âges confondus";87
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 30 et 34 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 35 et 39 ans";14
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 40 et 44 ans";12
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 45 et 49 ans";11
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 50 et 54 ans";33
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 55 et 59 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 60 et 64 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"Entre 65 et 69 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Chirurgie viscérale et digestive";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Ensemble tous âges confondus";348
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Moins de 30 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 30 et 34 ans";22
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 35 et 39 ans";25
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 40 et 44 ans";24
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 45 et 49 ans";43
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 50 et 54 ans";38
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 55 et 59 ans";83
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 60 et 64 ans";68
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"Entre 65 et 69 ans";28
"Aquitaine-Limousin-Poitou-Charentes";"Dermatologie et vénéréologie";"70 ans et plus";10
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Ensemble tous âges confondus";139
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Moins de 30 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 30 et 34 ans";18
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 35 et 39 ans";16
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 40 et 44 ans";14
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 45 et 49 ans";24
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 50 et 54 ans";22
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 55 et 59 ans";16
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 60 et 64 ans";16
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"Entre 65 et 69 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Endocrinologie et métabolisme";"70 ans et plus";1
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Ensemble tous âges confondus";14
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 30 et 34 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 35 et 39 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 40 et 44 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 45 et 49 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 50 et 54 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 55 et 59 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 60 et 64 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"Entre 65 et 69 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Génétique médicale";"70 ans et plus";1
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Ensemble tous âges confondus";123
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 30 et 34 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 35 et 39 ans";11
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 40 et 44 ans";20
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 45 et 49 ans";24
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 50 et 54 ans";32
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 55 et 59 ans";16
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 60 et 64 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"Entre 65 et 69 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Gériatrie";"70 ans et plus";1
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Ensemble tous âges confondus";321
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Moins de 30 ans";4
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 30 et 34 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 35 et 39 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 40 et 44 ans";1
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 45 et 49 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 50 et 54 ans";10
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 55 et 59 ans";116
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 60 et 64 ans";120
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"Entre 65 et 69 ans";47
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie médicale";"70 ans et plus";9
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Ensemble tous âges confondus";317
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Moins de 30 ans";5
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 30 et 34 ans";48
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 35 et 39 ans";70
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 40 et 44 ans";44
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 45 et 49 ans";33
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 50 et 54 ans";45
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 55 et 59 ans";28
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 60 et 64 ans";27
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"Entre 65 et 69 ans";11
"Aquitaine-Limousin-Poitou-Charentes";"Gynécologie-obstétrique";"70 ans et plus";6
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Ensemble tous âges confondus";47
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 30 et 34 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 35 et 39 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 40 et 44 ans";12
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 45 et 49 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 50 et 54 ans";11
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 55 et 59 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 60 et 64 ans";3
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"Entre 65 et 69 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Hématologie";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Ensemble tous âges confondus";299
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Moins de 30 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 30 et 34 ans";22
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 35 et 39 ans";30
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 40 et 44 ans";20
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 45 et 49 ans";48
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 50 et 54 ans";51
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 55 et 59 ans";67
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 60 et 64 ans";36
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"Entre 65 et 69 ans";15
"Aquitaine-Limousin-Poitou-Charentes";"Gastro-entérologie et hépatologie";"70 ans et plus";4
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Ensemble tous âges confondus";464
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Moins de 30 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 30 et 34 ans";10
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 35 et 39 ans";27
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 40 et 44 ans";24
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 45 et 49 ans";49
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 50 et 54 ans";52
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 55 et 59 ans";117
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 60 et 64 ans";132
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"Entre 65 et 69 ans";48
"Aquitaine-Limousin-Poitou-Charentes";"Médecine du travail";"70 ans et plus";3
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Ensemble tous âges confondus";208
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Moins de 30 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 30 et 34 ans";16
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 35 et 39 ans";19
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 40 et 44 ans";18
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 45 et 49 ans";28
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 50 et 54 ans";24
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 55 et 59 ans";31
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 60 et 64 ans";43
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"Entre 65 et 69 ans";25
"Aquitaine-Limousin-Poitou-Charentes";"Médecine interne";"70 ans et plus";4
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Ensemble tous âges confondus";57
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Moins de 30 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 30 et 34 ans";13
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 35 et 39 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 40 et 44 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 45 et 49 ans";12
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 50 et 54 ans";5
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 55 et 59 ans";10
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 60 et 64 ans";2
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"Entre 65 et 69 ans";0
"Aquitaine-Limousin-Poitou-Charentes";"Médecine nucléaire";"70 ans et plus";0
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Ensemble tous âges confondus";165
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Moins de 30 ans";6
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 30 et 34 ans";9
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 35 et 39 ans";8
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 40 et 44 ans";18
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 45 et 49 ans";30
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 50 et 54 ans";13
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 55 et 59 ans";37
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 60 et 64 ans";26
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"Entre 65 et 69 ans";15
"Aquitaine-Limousin-Poitou-Charentes";"Médecine physique et réadaptation";"70 ans et plus";3
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Ensemble tous âges confondus";121
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Moins de 30 ans";7
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 30 et 34 ans";19
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 35 et 39 ans";18
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 40 et 44 ans";17
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 45 et 49 ans";11
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 50 et 54 ans";13
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 55 et 59 ans";13
"Aquitaine-Limousin-Poitou-Charentes";"Néphrologie";"Entre 60 et 64 ans";8
